,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,mbert_src_assbert_trg,label
113,All languages,উট,উট,ut,uʈɔ,The camel,The camel,0.6666666666666666,0.3333333333333333,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,0.9713818,0.9448606,0.99913985,0.9991058,-0.008382855,loan
114,All languages,দুৱাৰ,দ্বার,duwaɹ,d̪ar,The door,The door,0.6,0.4,0.4,0.4583333333333333,3.65,0.4416666666666667,0.86967784,0.82245815,0.9949902,0.9997317,-0.026133476,loan
115,All languages,গিলা,গলা,gila,ɡɔla,Swallow,Throat,0.5,0.25,0.265625,0.2916666666666667,2.25,0.2916666666666667,0.9673885,0.968819,0.999011,0.99952585,0.103705056,loan
116,All languages,ভাল,ভাল,bʰal,bʱalɔ,Good,Good,0.4,0.25,0.234375,0.2604166666666667,1.875,0.2604166666666667,0.97751886,0.92573935,0.99916375,0.99956906,-0.024630392,loan
117,All languages,শিকোৱা,শিক্ষা,xikʊwa,ʃikkʰa,teaching,Education,0.5,0.5,0.2222222222222222,0.2430555555555555,2.5625,0.2395833333333333,0.7069138,0.88446623,0.9992436,0.99822557,0.018934254,loan
118,All languages,সাঁকো,সাঁকো,xãkʊ,ʃãko,Sanko,Sanko,0.5,0.3333333333333333,0.0572916666666666,0.0625,0.59375,0.0572916666666666,0.9686334,0.93954504,0.99971354,0.9996396,0.09994322,loan
119,All languages,চাকা,চাকা,saka,t͡ɕaka,The wheel,The wheel,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,0.96530724,0.95549166,0.9994187,0.99913603,0.09049423,loan
120,All languages,সমান,সমান,xɔman,ʃɔman̪,Equal,Equal,0.3333333333333333,0.2,0.0375,0.0416666666666666,0.375,0.0375,0.97573805,0.91111434,0.9995265,0.9997369,0.021728683,loan
121,All languages,পোনা,পোলা,pʊna,pola,Pona,Pola,0.5,0.25,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,0.8495796,0.8797729999999999,0.9998063,0.99946314,0.092679456,loan
122,All languages,সকলো,হক্কল,xɔkɔlʊ,ɦɔkkɔlɔ,everything,Haqkal,0.4285714285714285,0.2857142857142857,0.1577380952380952,0.1726190476190476,1.5714285714285714,0.1726190476190476,0.8901242,0.73578286,0.9987042,0.9993504,0.0018862681,loan
123,All languages,বঙালী,বাঙ্গালী,bɔŋali,baŋɡali,Bengali,Bengali,0.2857142857142857,0.1428571428571428,0.1517857142857142,0.1666666666666666,1.2857142857142858,0.1666666666666666,0.8930164,0.84822464,0.99951196,0.9995103,0.029003942,loan
124,All languages,আমি,আঁই,ami,ãi,I,I am,0.6666666666666666,0.6666666666666666,0.3125,0.3472222222222222,2.583333333333333,0.3472222222222222,0.8666801,0.8486176999999999,0.9996959,0.99958885,0.047872905,loan
125,All languages,এক,একলা,ɛk,ekɔla,One,Alone,0.8,0.6,0.55,0.6083333333333334,4.4,0.6083333333333334,0.9493659,0.8543021999999999,0.9994359,0.9997907,0.013735362,loan
126,All languages,কোদাল,কোদাল,kʊdal,kod̪alɔ,Spade,Spade,0.4285714285714285,0.1666666666666666,0.1701388888888889,0.1875,1.375,0.1875,0.97279453,0.9264916,0.9995603,0.99972224,0.05154029,loan
127,All languages,উপন্যাস,উপন্যাস,upniax,upn̪æʃ,Novel,Novel,0.5,0.3333333333333333,0.1805555555555555,0.2013888888888889,1.5208333333333333,0.1979166666666666,0.9857752,0.981469,0.999871,0.9998839,-0.028966885,loan
128,All languages,ভজা,ভাজা,bʰɔza,bʱad͡ʑa,Fried,Fried,0.7142857142857143,0.25,0.1041666666666666,0.1041666666666666,1.1875,0.1041666666666666,0.9862386,0.97412884,0.9996843,0.99983114,-0.016659105,loan
129,All languages,মুঠি,মুঠা,mutʰi,muʈʰa,Fist,A handful,0.4,0.0,0.03125,0.03125,0.375,0.03125,0.9887136,0.98265254,0.9998505,0.99971265,0.022694789,loan
130,All languages,দুধ,দুধ,dudʰ,d̪ud̪ʱɔ,Milk,Milk,0.5714285714285714,0.25,0.2552083333333333,0.28125,2.0,0.28125,0.9833314,0.9582462,0.9997628,0.99969506,0.010579167,loan
131,All languages,নাও,নাও,naʊ,n̪ao,Take it,Take it,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,0.98241675,0.9504675,0.99935925,0.99984086,0.067630656,loan
132,All languages,অশোক,অশোক,ɔxʊk,oʃok,Ashoka,Ashoka,0.75,0.25,0.0677083333333333,0.0729166666666666,0.65625,0.0677083333333333,0.98707336,0.9550174,0.9995426,0.9994924,0.054538578,loan
133,All languages,আজি,আজি,azi,ad͡ʑi,today,today,0.6,0.3333333333333333,0.0694444444444444,0.0694444444444444,0.9166666666666666,0.0694444444444444,0.98613083,0.95388836,0.99962676,0.99987,0.012086638,loan
134,All languages,বঙালী,বাঙালি,bɔŋali,baŋali,Bengali,Bengali,0.1666666666666666,0.0,0.0277777777777777,0.0277777777777777,0.2916666666666667,0.0277777777777777,0.60051167,0.73857415,0.9997366,0.9995976,0.024520645,loan
135,All languages,লহুন,রউন,lɔɦun,run̪,Blood,Rune,0.8,0.4,0.3916666666666667,0.4499999999999999,3.25,0.4333333333333333,0.909781,0.81624055,0.9995519,0.99865687,0.008256616,loan
136,All languages,সাত,সাত,xat,ʃat̪,Seven,Seven,0.5,0.3333333333333333,0.0625,0.0694444444444444,0.625,0.0625,0.96957976,0.9429248,0.9992136,0.9997536,0.030359123,loan
137,All languages,কাচ,কাঁচ,kas,kãt͡ɕɔ,Glass,Glass,0.8333333333333334,0.6666666666666666,0.2864583333333333,0.3125,2.625,0.3125,0.97226584,0.9271382,0.99976873,0.9995794,-0.026870303,loan
138,All languages,বঙালী,বাংলা,bɔŋali,baŋla,Bengali,Bengali,0.5,0.1666666666666666,0.1909722222222222,0.2083333333333333,1.6666666666666667,0.2083333333333333,0.8585434000000001,0.71766996,0.99970603,0.9997063,0.02827946,loan
139,All languages,স্বাধীনতা,স্বাধীনতা,xadʰinta,ʃad̪ʱin̪t̪a,Freedom,Freedom,0.4545454545454545,0.1428571428571428,0.0446428571428571,0.0476190476190476,0.375,0.0446428571428571,0.98991066,0.9762682,0.9998747,0.9996614,0.009646243,loan
140,All languages,শ্রী,শ্রী,xɹi,ʃri,Mr.,Mr.,0.6666666666666666,0.3333333333333333,0.1041666666666666,0.1388888888888888,1.7083333333333333,0.1041666666666666,0.99119127,0.9697847,0.9997163,0.9997754,0.063697815,loan
141,All languages,টকা,টাকা,tɔka,ʈaka,Money,Money,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,0.9765059,0.92176235,0.9999224,0.99989533,-0.02081997,loan
142,All languages,খাট,খাট,kʰat,kʰaʈɔ,Bed,Bed,0.4,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,0.96558046,0.9418086,0.9992238,0.9995341,0.007907382,loan
143,All languages,শেলাই,শৈবাল,xɛlai,ʃojbalɔ,Seams,Algae,0.8571428571428571,0.4285714285714285,0.3541666666666666,0.3869047619047618,3.321428571428572,0.3809523809523809,0.94105077,0.90666616,0.99952894,0.99938756,0.07592327,loan
144,All languages,বুধবাৰ,বুধবার,budʰbaɹ,bud̪ʱɔbar,Wednesday,Wednesday,0.4444444444444444,0.1428571428571428,0.1636904761904762,0.1904761904761904,1.6071428571428572,0.1785714285714285,0.9548452,0.7661335,0.9995882,0.9991783,0.011176776,loan
145,All languages,কচু,কচুয়া,kɔsu,kɔt͡ɕue̯a,Kachu,Kachua,0.6666666666666666,0.5,0.3333333333333333,0.3680555555555555,2.875,0.3680555555555555,0.9540189,0.75373393,0.99983335,0.99957037,0.009050997,loan
146,All languages,ধৰ্ম,ধর্ম,dʰɔɹmɔ,d̪ʱɔrmɔ,religion,Religion,0.4285714285714285,0.0,0.05,0.0666666666666666,0.8,0.05,0.8611511000000001,0.8270196,0.99957174,0.99977016,0.037202615,loan
147,All languages,পোৱালী,পোলা,pʊwali,pola,The puppy,Pola,0.6666666666666666,0.3333333333333333,0.3263888888888889,0.3611111111111111,2.708333333333333,0.3611111111111111,0.877141,0.837844,0.9991237,0.9991952,0.025953962,loan
148,All languages,বঙালী,বঙ্গ,bɔŋali,bɔŋɡɔ,Bengali,Bengal,0.5,0.3333333333333333,0.2291666666666667,0.25,2.4375,0.2465277777777778,0.8972018,0.870909,0.99910635,0.99942106,0.027587954,loan
149,All languages,একতা,একতা,ɛkta,ekt̪a,Unity,Unity,0.4,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.98745,0.9479023,0.9997333,0.99987715,0.05585608,loan
150,All languages,ভনী,বোন,bʰɔni,bon̪,Sister,Sister,0.6,0.25,0.2552083333333333,0.28125,2.0,0.28125,0.9016901,0.77613044,0.998742,0.99875915,0.026001677,loan
151,All languages,প্ৰাচীন,প্রাচীন,pɹasin,prat͡ɕin̪,Ancient,Ancient,0.5555555555555556,0.1666666666666666,0.0694444444444444,0.0833333333333333,1.0833333333333333,0.0694444444444444,0.88237035,0.85564226,0.9995513,0.99985224,0.005657303,loan
152,All languages,সন্ধিয়া,সন্ধ্যা,xɔndʰija,ʃɔn̪d̪ʱæ,evening,Evening,0.75,0.4285714285714285,0.2946428571428571,0.3273809523809524,2.4107142857142856,0.3244047619047618,0.9340054,0.90107167,0.99915886,0.99970406,0.06833331,loan
153,All languages,বলিয়া,বাউল,bɔlija,baulɔ,Saying,Bowl,0.8333333333333334,0.1666666666666666,0.2673611111111111,0.2847222222222222,2.7291666666666665,0.28125,0.9416724,0.7935483,0.9996948,0.9993973,0.03765164,loan
154,All languages,বঙহ,বাঁশ,bɔŋɔɦɔ,bãʃɔ,বংহ,Bamboo,0.6666666666666666,0.6666666666666666,0.3576388888888889,0.3958333333333332,3.270833333333333,0.3923611111111111,0.8404385,0.7823403,0.9976649,0.9968748,0.03307099,loan
155,All languages,ভকত,ভাত,bʰɔkɔtɔ,bʱat̪,The devotee,Rice,0.7142857142857143,0.5,0.4895833333333333,0.5416666666666666,4.0,0.5416666666666666,0.9372829,0.90843964,0.99802846,0.9991796,-0.013558392,loan
156,All languages,মেঘ,মেঘ,mɛgʱ,megʱɔ,Clouds,Clouds,0.4,0.3333333333333333,0.3125,0.3472222222222222,2.5,0.3472222222222222,0.9850431,0.9749789,0.99979526,0.9998745,0.07114123,loan
157,All languages,দুগ্ধ,দুগ্ধ,dugdʰɔ,d̪uɡɔd̪ʱɔ,Milk,Milk,0.5555555555555556,0.3333333333333333,0.3194444444444445,0.3541666666666667,2.5416666666666665,0.3541666666666667,0.98699135,0.9601484,0.9995718,0.9998495,0.01843527,loan
158,All languages,অগ্নি,আগুন,ɔgni,aɡun̪,Fire,Fire,0.8,0.5,0.3697916666666666,0.3958333333333333,3.78125,0.390625,0.8614722,0.63428575,0.9998816,0.9994244,0.018080387,loan
159,All languages,শিল,শিল,xil,ʃilɔ,rock,rock,0.5,0.5,0.2604166666666667,0.2916666666666667,2.21875,0.2864583333333333,0.98819053,0.9633928,0.99971735,0.99982774,0.046773747,loan
160,All languages,পুহ,পোষ,puɦ,poʃ,Puh,Pet,0.6666666666666666,0.3333333333333333,0.0763888888888889,0.0833333333333333,1.2916666666666667,0.0763888888888889,0.93161714,0.9189247,0.9983888,0.9991282,0.059529293,loan
161,All languages,ঠেং,টেহা,tʰɛŋ,ʈeɦa,The tail,Teha,1.0,0.5,0.296875,0.3229166666666666,2.6875,0.3229166666666666,0.9286847,0.83867115,0.9997224,0.9993489,0.042932272,loan
162,All languages,চ’ত,চৈত,sɔ’tɔ,t͡ɕojt̪,Four,Chait,0.8571428571428571,0.75,0.2395833333333333,0.2604166666666666,4.4375,0.2395833333333333,0.87294304,0.7769550000000001,0.99898005,0.99830824,-0.066231176,loan
163,All languages,যোনি,যোনি,zʊni,d͡zon̪i,Vagina,Vagina,0.5714285714285714,0.25,0.0520833333333333,0.0520833333333333,0.625,0.0520833333333333,0.98751175,0.9361624,0.99787736,0.999907,0.052261095,loan
164,All languages,ব্যৱহাৰ,ব্যবহার,bzɔwɔɦaɹ,bd͡zɔbɔɦar,use,Use,0.4,0.25,0.0677083333333333,0.078125,1.5,0.0677083333333333,0.810766,0.79406404,0.9997188,0.9997442,-0.0052382993,loan
165,All languages,নদী,নদী,nɔdi,n̪ɔd̪i,The river,The river,0.3333333333333333,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.946931,0.9237921999999998,0.99940836,0.9998285,0.07096541,loan
166,All languages,বাট,বাট,bat,baʈɔ,The road,The road,0.5,0.25,0.234375,0.2604166666666667,1.9375,0.2604166666666667,0.9739401,0.94857043,0.99975395,0.99980605,0.02137476,loan
167,All languages,বিহ,বিষ,biɦ,biʃ,poison,Poison,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.9583333333333334,0.0486111111111111,0.6639762,0.82610804,0.999293,0.99938816,0.014288037,loan
168,All languages,মাকৈ,মাহই,makɔɪ,maɦi,corn,Mahi,0.6,0.4,0.2291666666666666,0.25,2.35,0.25,0.9555882,0.89448905,0.9984567,0.9994397,0.06623615,loan
169,All languages,দীঘা,ডাঙর,digʱa,ɖaŋɔrɔ,Digha,Strong,1.0,0.5,0.4861111111111111,0.548611111111111,4.166666666666667,0.548611111111111,0.91617125,0.78045064,0.9993303,0.99935484,0.016037712,loan
170,All languages,সাঁচ,সাঁচা,xãsɔ,ʃãt͡ɕa,Templates,True,0.8333333333333334,0.6666666666666666,0.1302083333333333,0.1354166666666666,1.53125,0.1302083333333333,0.9803976,0.9733632,0.9995997,0.99935555,0.043748323,loan
171,All languages,হিয়া,হৃদয়,ɦija,ɦɽid̪e̯ɔ,Heart,Heart,0.75,0.3333333333333333,0.3333333333333333,0.3819444444444444,2.8541666666666665,0.375,0.9324554,0.80457175,0.99933964,0.99946606,0.019135863,loan
172,All languages,দীঘল,ডাঙর,digʱɔlɔ,ɖaŋɔrɔ,long,Strong,0.7142857142857143,0.1666666666666666,0.1909722222222222,0.2222222222222222,1.7083333333333333,0.2083333333333333,0.9210619,0.85531265,0.99821395,0.99960774,0.0054489495,loan
173,All languages,গোসাঁই,গোসাঁই,gʊxãi,ɡoʃãi,Gosain,Gosain,0.6,0.5,0.225,0.25,1.925,0.2458333333333333,0.9918752,0.98399836,0.9987129,0.9990217,0.07876449,loan
174,All languages,পুলি,পোলা,puli,pola,Seedlings,Pola,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,0.8743069,0.88446563,0.99906325,0.99953616,-0.020813715,loan
175,All languages,অগ্নি,অগ্নি,ɔgni,oɡn̪i,Fire,Fire,0.6,0.25,0.2447916666666666,0.2708333333333333,1.9375,0.2708333333333333,0.99525297,0.9803538,0.9997775,0.99984217,0.016414793,loan
176,All languages,টাকা,টাং,taka,ʈaŋ,Money,Tang,0.75,0.5,0.265625,0.2916666666666667,2.625,0.2916666666666667,0.9076501,0.8071812,0.9975003,0.99937654,-0.0086065885,loan
177,All languages,টাকা,টাকা,taka,ʈaka,Money,Money,0.25,0.0,0.0104166666666666,0.0104166666666666,0.125,0.0104166666666666,0.9765059,0.92176247,0.9999224,0.99989533,-0.0071178884,loan
178,All languages,ছাগলী,ছাগলী,sagɔli,t͡ɕʰaɡɔli,goat,goat,0.5555555555555556,0.3333333333333333,0.1909722222222222,0.2083333333333333,1.7083333333333333,0.2083333333333333,0.9747895,0.8949749,0.9997721,0.99968845,0.07240882,loan
179,All languages,সকলো,সকল,xɔkɔlʊ,ʃɔkɔlɔ,everything,All,0.3333333333333333,0.1666666666666666,0.03125,0.0347222222222222,0.3541666666666667,0.03125,0.8972101,0.7268547,0.999233,0.9997827,-0.004563417,loan
180,All languages,পায়স,পায়স,pajɔxɔ,pae̯ɔʃɔ,Pies,Pies,0.4285714285714285,0.1666666666666666,0.0381944444444444,0.0486111111111111,0.4166666666666667,0.0381944444444444,0.98560023,0.9475999,0.9997246,0.9993206,0.031958614,loan
181,All languages,ফল,ফল,pʰɔlɔ,ɸɔlɔ,Fruit,Fruit,0.4,0.0,0.0260416666666666,0.03125,0.34375,0.0260416666666666,0.96039593,0.93272895,0.9997467,0.99987435,-0.046180572,loan
182,All languages,মূলা,মূল,mula,mulɔ,Radish,Original,0.25,0.0,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,0.92193055,0.85973257,0.9994046999999998,0.99958014,0.051194333,loan
183,All languages,মুঠি,মুঠো,mutʰi,muʈʰo,Fist,Fist,0.4,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,0.981788,0.95457935,0.99967426,0.99959356,0.022694789,loan
184,All languages,সেকা,শিক্ষা,xɛka,ʃikkʰa,Seka,Education,0.6666666666666666,0.4,0.225,0.25,1.925,0.2458333333333333,0.7443105,0.7841271,0.9994457,0.99915856,0.034436435,loan
185,All languages,শূন্য,শূন্য,xunzɔ,ʃun̪d͡zɔ,Zero,Zero,0.5,0.4,0.0541666666666666,0.0583333333333333,0.675,0.0541666666666666,0.9806515,0.96453047,0.9996246,0.999863,0.03584251,loan
186,All languages,বিলৈ,বিলাই,bilɔɪ,bilai,to the b,distribute,0.4,0.0,0.0416666666666666,0.0416666666666666,0.4,0.0416666666666666,0.9572065,0.8683622,0.99977064,0.9991907,0.05480478,loan
187,All languages,জেঠ,জেঠ,zɛtʰ,d͡ʑeʈʰɔ,Jeth,Jeth,0.8571428571428571,0.5,0.296875,0.3229166666666667,2.6875,0.3229166666666667,0.98839176,0.9673645,0.99947554,0.99967134,0.005646774,loan
188,All languages,ভয়,ভয়,bʰɔjɔ,bʱe̯ɔ,Fear,Fear,0.6,0.25,0.2552083333333333,0.2916666666666667,2.09375,0.28125,0.9894738,0.9657182,0.9997765,0.99978596,0.021595892,loan
189,All languages,ফেঁচা,পেঁচা,pʰɛ̃sa,pẽt͡ɕa,owl,Owl,0.6666666666666666,0.5,0.0729166666666666,0.0729166666666666,0.8125,0.0729166666666666,0.95557266,0.9254682,0.9995338,0.99903303,0.037384637,loan
190,All languages,মৈ,মৈ,mɔɪ,moj,May,May,0.6666666666666666,0.3333333333333333,0.0416666666666666,0.0555555555555555,0.875,0.0416666666666666,0.9817079,0.9638633,0.99972093,0.9997386,0.09582421,loan
191,All languages,পানী,পানি,pani,pan̪i,water,Water,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,0.9119921,0.835449,0.9997915,0.999622,0.11851911,loan
192,All languages,মাখি,মাক্‌খি,makʰi,mak‌kʰi,Flies,Makkhi,0.2857142857142857,0.2,0.1791666666666666,0.2,1.45,0.2,0.9382574,0.8433295,0.99874973,0.99893844,0.07214378,loan
193,All languages,পিন্ধ,পিন্ধা,pindʰɔ,pin̪d̪ʱa,Wear,wear,0.5,0.0,0.0583333333333333,0.0583333333333333,0.5,0.0583333333333333,0.97981644,0.9747882,0.9995903,0.99964374,0.017057758,loan
194,All languages,গোল,গোলন্দাজ,gʊl,ɡolɔn̪d̪ad͡ʑ,Round,Gunner,0.9166666666666666,0.75,0.6901041666666666,0.7604166666666666,5.53125,0.7604166666666666,0.95146203,0.7618289,0.99932605,0.9994688,-0.04640956,loan
195,All languages,চন্দ্ৰ,চাঁদ,sɔndɹɔ,t͡ɕãd̪ɔ,moon,The moon,0.7142857142857143,0.6666666666666666,0.3819444444444444,0.4097222222222222,3.2916666666666665,0.4097222222222222,0.73433876,0.7095736999999999,0.99952173,0.9995025,-0.044935647,loan
196,All languages,আঁঠু,আঁডু,ãtʰu,ãɖu,knee,Andu,0.5,0.0,0.0416666666666666,0.0416666666666666,0.3333333333333333,0.0416666666666666,0.9374152,0.8939059000000001,0.9996354,0.9992792,0.033760335,loan
197,All languages,চন্দ্ৰ,চান,sɔndɹɔ,t͡ɕan̪,moon,Want,1.0,0.6666666666666666,0.5243055555555556,0.5694444444444445,4.416666666666667,0.5694444444444445,0.8272122,0.62164736,0.9998189,0.99957883,-0.04359168,loan
198,All languages,চান্দ,চাঁদ,sandɔ,t͡ɕãd̪ɔ,Chand,The moon,0.7142857142857143,0.6,0.2416666666666666,0.2583333333333333,2.15,0.2583333333333333,0.7115946999999999,0.8243796999999998,0.99964666,0.99918866,0.08305458,loan
199,All languages,কটা,কাটা,kɔta,kaʈa,Brown,Cut,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,0.98474324,0.9614216,0.9996872,0.99989647,0.09681776,loan
200,All languages,এক,এক,ɛk,ek,One,One,0.5,0.0,0.0208333333333333,0.0208333333333333,0.125,0.0208333333333333,0.9786669,0.93874824,0.9988824,0.99986,0.010436676,loan
201,All languages,শিকা,শেখা,xika,ʃekʰa,learn,Learning,0.6,0.25,0.0572916666666666,0.0624999999999999,0.59375,0.0572916666666666,0.9493412,0.87676215,0.99939203,0.99909693,0.05416221,loan
202,All languages,ঠেং,টাং,tʰɛŋ,ʈaŋ,The tail,Tang,0.75,0.0,0.0555555555555555,0.0555555555555555,0.5,0.0555555555555555,0.94467914,0.84380275,0.99727553,0.999369,0.043254677,loan
203,All languages,বেল,বেল,bɛl,belɔ,Bell,Bell,0.5,0.25,0.234375,0.2604166666666667,1.875,0.2604166666666667,0.9746527,0.9377446,0.999668,0.99981797,0.06978355,loan
204,All languages,ছয়,ছয়,sɔjɔ,t͡ɕʰe̯ɔ,Six,Six,0.8571428571428571,0.5,0.3072916666666667,0.34375,2.78125,0.3333333333333333,0.9823593,0.9477895,0.99918246,0.99979943,-0.05863533,loan
205,All languages,জ্ঞান,জ্ঞান,znan,d͡ʑnan̪,Knowledge,Knowledge,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,0.9870946,0.96478003,0.9990528,0.9996363,0.1295931,loan
206,All languages,আঠ,আট,atʰ,aʈɔ,eight,Eight,0.6666666666666666,0.3333333333333333,0.3263888888888889,0.3611111111111111,2.6666666666666665,0.3611111111111111,0.9440913,0.8726299999999999,0.99937403,0.99955946,-0.0036004474,loan
207,All languages,ভাজা,ভাজা,bʰaza,bʱad͡ʑa,Fried,Fried,0.5714285714285714,0.25,0.0625,0.0625,0.75,0.0625,0.9862386,0.97412884,0.9996843,0.99983114,0.063805535,loan
208,All languages,পদুম,পদ্ম,pɔdum,pɔd̪mɔ,The lotus,Lotus,0.3333333333333333,0.4,0.1416666666666666,0.1583333333333333,2.95,0.1416666666666666,0.9474417,0.8172989,0.9990846,0.99975353,-0.0075930655,loan
209,All languages,পাঁচ,পাঁচ,pãsɔ,pãt͡ɕɔ,Five,Five,0.5,0.3333333333333333,0.0520833333333333,0.0520833333333333,0.6875,0.0520833333333333,0.9686702,0.9360233,0.99944955,0.99968517,0.02911019,loan
210,All languages,ভাৰত,ভারত,bʰaɹɔtɔ,bʱarɔt̪ɔ,India,India,0.375,0.0,0.0416666666666666,0.0555555555555555,0.6666666666666666,0.0416666666666666,0.67327505,0.68377525,0.99947983,0.99960035,-0.024820464,loan
211,All languages,মাই,মেয়ে,mai,mee̯e,My,Girl,0.8,0.25,0.2447916666666666,0.2708333333333333,2.0625,0.2708333333333333,0.8846493000000001,0.83246917,0.99948895,0.9997807,0.029284216,loan
212,All languages,মিঠা,মিডা,mitʰa,miɖa,sweet,Mida,0.4,0.0,0.03125,0.03125,0.25,0.03125,0.93042725,0.8497271000000001,0.9991348,0.9997057,0.04401084,loan
213,All languages,টাকা,ঠেং,taka,ʈʰeŋ,Money,The tail,1.0,0.5,0.2864583333333333,0.3125,2.8125,0.3125,0.9034042,0.78531396,0.9998239,0.9997907,-0.0144947935,loan
214,All languages,চিন্তা,চিন্তা,sinta,t͡ɕin̪t̪a,Thoughts,Thoughts,0.5555555555555556,0.2,0.0583333333333333,0.0583333333333333,0.65,0.0583333333333333,0.97180253,0.91480315,0.9994539,0.9997499,0.091003776,loan
215,All languages,কোটি,কোটি,kʊti,koʈi,Crores,Crores,0.5,0.0,0.03125,0.03125,0.3125,0.03125,0.96948636,0.9184264,0.99983394,0.99982977,0.006065783,loan
216,All languages,গাঁও,গাঁও,gãʊ,ɡão,The village,The village,0.6666666666666666,0.5,0.3263888888888889,0.3611111111111111,2.6666666666666665,0.3611111111111111,0.9866239,0.9610168,0.9998817,0.9998088,0.060259674,loan
217,All languages,ময়ূৰ,ময়ূর,mɔjuɹ,me̯ur,The peacock,Peacock,0.6,0.2,0.2291666666666666,0.275,2.325,0.25,0.96566486,0.9028764,0.99921906,0.99698573,0.00899474,loan
218,All languages,মিঠা,মিষ্টি,mitʰa,miʃʈi,sweet,Sweet,0.6,0.2,0.2166666666666666,0.2333333333333333,1.8,0.2333333333333333,0.9221356,0.7952334,0.99978715,0.9994774,0.040715575,loan
219,All languages,পখিলা,পাখ,pɔkʰila,pakʰ,butterfly,Wings,0.5714285714285714,0.5,0.4791666666666667,0.5277777777777778,3.9166666666666665,0.5277777777777778,0.9341546,0.8222860999999999,0.99835646,0.99904794,-0.0040306533,loan
220,All languages,দহ,দশ,dɔɦɔ,d̪ɔʃɔ,ten,Ten,0.4,0.25,0.046875,0.0520833333333333,0.78125,0.046875,0.86626005,0.8420783000000002,0.9987042,0.9996889,0.060254455,loan
221,All languages,গুলী,গোলন্দাজ,guli,ɡolɔn̪d̪ad͡ʑ,The bullet,Gunner,0.9166666666666666,0.625,0.5885416666666666,0.6458333333333333,4.78125,0.6458333333333333,0.95146203,0.76182884,0.99932605,0.9994688,0.056591988,loan
222,All languages,ঔষধ,ঔষধ,ɔʊxɔdʰɔ,owʃɔd̪ʱɔ,Medicine,Medicine,0.625,0.3333333333333333,0.0659722222222222,0.0763888888888888,0.875,0.0659722222222222,0.95189315,0.942284,0.9998435,0.99977857,0.13556078,loan
223,All languages,ফুল,ফুল,pʰul,ɸulɔ,Flowers,Flowers,0.75,0.25,0.25,0.28125,2.15625,0.2760416666666667,0.9680298,0.9553535,0.99985456,0.9998926,0.053389613,loan
